latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
26.045692,119.24508,3.0,28800,Asia/Singapore,GMT+8

time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (mm),weather_code (wmo code),cloud_cover (%),wind_speed_10m (km/h),wind_direction_10m (°),shortwave_radiation (W/m²),is_day ()
2024-01-01T00:00,12.9,71,11.2,0.00,3,100,8.1,58,0.0,0
2024-01-01T01:00,12.2,72,10.5,0.00,3,93,7.0,55,0.0,0
2024-01-01T02:00,11.8,69,10.0,0.00,3,100,5.7,55,0.0,0
2024-01-01T03:00,10.7,70,9.0,0.00,3,100,4.1,52,0.0,0
2024-01-01T04:00,10.1,72,8.5,0.00,2,65,3.6,53,0.0,0
2024-01-01T05:00,8.8,79,6.9,0.00,0,5,5.5,67,0.0,0
2024-01-01T06:00,8.8,76,6.9,0.00,0,2,4.8,77,0.0,0
2024-01-01T07:00,8.8,76,6.9,0.00,0,6,4.4,81,0.0,1
2024-01-01T08:00,9.4,74,7.6,0.00,0,8,4.0,85,77.0,1
2024-01-01T09:00,10.9,66,8.8,0.00,0,7,6.3,77,252.0,1
2024-01-01T10:00,12.1,61,10.0,0.00,0,11,6.1,87,417.0,1
2024-01-01T11:00,13.4,57,11.0,0.00,0,9,7.6,93,555.0,1
2024-01-01T12:00,14.4,53,12.3,0.00,0,13,9.4,97,633.0,1
2024-01-01T13:00,14.8,51,12.1,0.00,0,12,12.0,99,618.0,1
2024-01-01T14:00,14.7,49,11.5,0.00,0,15,13.2,101,577.0,1
2024-01-01T15:00,14.0,50,10.6,0.00,0,4,12.8,100,445.0,1
2024-01-01T16:00,12.9,55,9.8,0.00,0,0,11.4,103,291.0,1
2024-01-01T17:00,11.4,64,8.9,0.00,0,0,8.6,105,110.0,1
2024-01-01T18:00,9.7,76,8.0,0.00,0,0,4.6,108,4.0,0
2024-01-01T19:00,8.8,80,6.9,0.00,0,0,5.5,101,0.0,0
2024-01-01T20:00,9.9,73,8.3,0.00,0,2,2.8,50,0.0,0
2024-01-01T21:00,10.4,73,9.1,0.00,0,2,2.1,31,0.0,0
2024-01-01T22:00,10.1,76,8.7,0.00,0,3,2.4,27,0.0,0
2024-01-01T23:00,9.6,81,8.3,0.00,0,4,2.2,9,0.0,0
2024-01-02T00:00,8.7,88,7.5,0.00,0,11,2.6,344,0.0,0
2024-01-02T01:00,7.0,99,5.6,0.00,0,17,4.1,322,0.0,0
2024-01-02T02:00,5.9,100,3.9,0.00,3,97,6.4,317,0.0,0
2024-01-02T03:00,5.2,100,3.0,0.00,1,21,7.1,311,0.0,0
2024-01-02T04:00,4.8,99,2.6,0.00,0,15,6.9,309,0.0,0
2024-01-02T05:00,4.9,95,2.5,0.00,0,6,6.9,309,0.0,0
2024-01-02T06:00,6.2,93,4.1,0.00,0,2,6.3,301,0.0,0
2024-01-02T07:00,5.3,94,3.0,0.00,0,1,7.2,297,0.0,1
2024-01-02T08:00,8.5,85,6.8,0.00,0,1,5.3,298,77.0,1
2024-01-02T09:00,10.8,74,9.1,0.00,0,14,4.6,309,240.0,1
2024-01-02T10:00,13.5,63,12.2,0.00,0,0,3.1,315,421.0,1
2024-01-02T11:00,15.4,58,14.6,0.00,0,0,1.5,45,562.0,1
2024-01-02T12:00,16.8,55,16.4,0.00,0,0,2.4,117,638.0,1
2024-01-02T13:00,17.9,53,17.3,0.00,0,0,4.4,125,645.0,1
2024-01-02T14:00,18.4,51,17.1,0.00,0,0,6.7,126,583.0,1
2024-01-02T15:00,18.3,52,16.6,0.00,0,0,9.0,127,461.0,1
2024-01-02T16:00,17.6,55,15.7,0.00,0,5,10.3,126,294.0,1
2024-01-02T17:00,15.9,62,14.4,0.00,0,12,7.4,137,111.0,1
2024-01-02T18:00,13.4,73,12.2,0.00,3,96,6.2,144,4.0,0
2024-01-02T19:00,13.9,72,13.0,0.00,3,100,4.0,185,0.0,0
2024-01-02T20:00,12.6,81,11.8,0.00,3,83,4.6,225,0.0,0
2024-01-02T21:00,12.6,89,12.5,0.90,53,88,3.1,249,0.0,0
2024-01-02T22:00,12.7,87,12.5,0.00,2,78,2.6,196,0.0,0
2024-01-02T23:00,13.1,82,12.9,0.00,3,100,2.2,180,0.0,0
2024-01-03T00:00,13.3,82,13.3,0.00,3,100,0.7,180,0.0,0
2024-01-03T01:00,12.4,90,12.4,0.00,0,9,2.2,180,0.0,0
2024-01-03T02:00,12.6,87,12.2,0.00,1,26,3.4,238,0.0,0
2024-01-03T03:00,12.5,87,12.1,0.00,1,45,4.0,265,0.0,0
2024-01-03T04:00,10.8,91,9.6,0.00,1,31,7.0,282,0.0,0
2024-01-03T05:00,10.6,85,9.2,0.00,0,1,6.7,286,0.0,0
2024-01-03T06:00,10.1,83,8.2,0.00,0,5,8.8,289,0.0,0
2024-01-03T07:00,9.4,86,7.4,0.00,1,24,8.4,290,0.0,1
2024-01-03T08:00,10.4,80,8.1,0.00,0,14,10.6,288,59.0,1
2024-01-03T09:00,12.8,71,10.7,0.00,0,18,10.7,290,205.0,1
2024-01-03T10:00,13.9,66,11.5,0.00,0,9,12.1,297,361.0,1
2024-01-03T11:00,14.6,63,11.9,0.00,1,28,13.7,300,490.0,1
2024-01-03T12:00,15.6,58,13.1,0.00,1,49,14.2,300,588.0,1
2024-01-03T13:00,17.0,51,14.3,0.00,0,6,15.3,294,618.0,1
2024-01-03T14:00,18.0,46,15.0,0.00,0,5,14.8,293,573.0,1
2024-01-03T15:00,18.8,42,16.5,0.00,0,16,8.2,293,452.0,1
2024-01-03T16:00,17.5,46,14.9,0.00,2,69,10.0,111,275.0,1
2024-01-03T17:00,13.4,70,10.8,0.00,0,18,14.4,112,104.0,1
2024-01-03T18:00,10.9,81,9.3,0.00,0,18,6.4,133,5.0,0
2024-01-03T19:00,12.4,68,11.1,0.00,1,22,3.6,135,0.0,0
2024-01-03T20:00,12.1,68,11.0,0.00,0,15,1.8,360,0.0,0
2024-01-03T21:00,12.3,75,11.3,0.00,2,53,3.1,21,0.0,0
2024-01-03T22:00,12.1,76,11.1,0.00,2,78,3.4,18,0.0,0
2024-01-03T23:00,9.6,85,8.0,0.00,3,82,6.4,38,0.0,0
2024-01-04T00:00,9.1,87,7.4,0.00,0,13,6.9,43,0.0,0
2024-01-04T01:00,8.3,86,6.1,0.00,0,1,8.2,49,0.0,0
2024-01-04T02:00,7.8,78,5.1,0.00,0,0,8.4,43,0.0,0
2024-01-04T03:00,10.4,64,8.1,0.00,0,0,5.5,11,0.0,0
2024-01-04T04:00,7.8,76,5.5,0.00,0,0,5.5,349,0.0,0
2024-01-04T05:00,6.6,84,4.3,0.00,0,0,5.6,333,0.0,0
2024-01-04T06:00,5.6,95,3.4,0.00,0,0,6.3,329,0.0,0
2024-01-04T07:00,3.8,100,1.2,0.00,0,0,8.2,331,0.0,1
2024-01-04T08:00,7.2,89,5.1,0.00,0,0,6.8,328,82.0,1
2024-01-04T09:00,10.2,61,7.6,0.00,0,3,7.0,339,270.0,1
2024-01-04T10:00,11.6,50,8.5,0.00,0,7,8.4,40,417.0,1
2024-01-04T11:00,12.7,48,9.8,0.00,0,17,8.2,61,565.0,1
2024-01-04T12:00,13.6,47,11.2,0.00,0,16,7.6,71,619.0,1
2024-01-04T13:00,14.4,46,12.0,0.00,0,10,8.4,83,642.0,1
2024-01-04T14:00,14.7,45,12.1,0.00,0,2,8.6,90,596.0,1
2024-01-04T15:00,14.6,45,11.6,0.00,0,0,9.4,94,486.0,1
2024-01-04T16:00,14.1,46,11.0,0.00,0,0,9.3,103,316.0,1
2024-01-04T17:00,12.4,57,10.2,0.00,0,0,5.2,106,123.0,1
2024-01-04T18:00,12.2,59,10.3,0.00,0,0,4.3,85,6.0,0
2024-01-04T19:00,11.4,69,10.0,0.00,0,0,2.2,360,0.0,0
2024-01-04T20:00,10.3,80,9.1,0.00,0,0,3.0,346,0.0,0
2024-01-04T21:00,9.8,89,9.0,0.00,0,4,1.6,333,0.0,0
2024-01-04T22:00,8.9,96,7.9,0.00,0,1,3.8,319,0.0,0
2024-01-04T23:00,8.4,97,7.0,0.00,0,0,5.6,315,0.0,0
2024-01-05T00:00,6.2,98,4.1,0.00,0,6,7.5,305,0.0,0
2024-01-05T01:00,8.1,92,6.5,0.00,0,2,5.6,297,0.0,0
2024-01-05T02:00,8.1,90,6.5,0.00,0,0,5.1,278,0.0,0
2024-01-05T03:00,6.5,94,4.4,0.00,0,1,6.7,286,0.0,0
2024-01-05T04:00,6.2,94,4.0,0.00,0,5,7.4,284,0.0,0
2024-01-05T05:00,5.8,95,3.5,0.00,0,8,7.3,281,0.0,0
2024-01-05T06:00,5.2,96,2.7,0.00,0,11,8.1,283,0.0,0
2024-01-05T07:00,4.7,97,2.0,0.00,0,15,8.9,284,0.0,1
2024-01-05T08:00,8.1,85,6.2,0.00,1,26,5.6,255,66.0,1
2024-01-05T09:00,11.1,74,9.5,0.00,1,31,5.6,310,221.0,1
2024-01-05T10:00,14.1,62,12.7,0.00,1,40,3.6,315,385.0,1
2024-01-05T11:00,16.2,54,14.9,0.00,1,30,3.6,323,463.0,1
2024-01-05T12:00,18.1,48,17.1,0.00,0,1,3.5,336,592.0,1
2024-01-05T13:00,19.4,43,18.8,0.00,0,0,2.3,18,647.0,1
2024-01-05T14:00,20.0,41,19.2,0.00,0,0,1.5,76,592.0,1
2024-01-05T15:00,20.1,41,18.9,0.00,0,0,2.4,117,472.0,1
2024-01-05T16:00,19.9,43,18.7,0.00,0,1,2.0,135,302.0,1
2024-01-05T17:00,18.9,48,17.6,0.00,0,5,4.3,114,116.0,1
2024-01-05T18:00,14.6,62,12.9,0.00,0,3,7.5,125,6.0,0
2024-01-05T19:00,12.6,82,11.4,0.00,0,2,7.3,110,0.0,0
2024-01-05T20:00,13.3,80,12.7,0.00,0,0,4.1,52,0.0,0
2024-01-05T21:00,12.9,85,12.8,0.00,0,2,1.8,53,0.0,0
2024-01-05T22:00,12.6,88,12.7,0.00,0,5,0.7,270,0.0,0
2024-01-05T23:00,12.2,90,11.9,0.00,0,4,3.3,264,0.0,0
2024-01-06T00:00,11.7,92,11.4,0.00,0,1,2.9,277,0.0,0
2024-01-06T01:00,11.2,95,10.9,0.00,0,0,3.2,270,0.0,0
2024-01-06T02:00,10.8,97,10.3,0.00,0,2,4.0,280,0.0,0
2024-01-06T03:00,10.2,99,9.7,0.00,0,0,4.4,279,0.0,0
2024-01-06T04:00,9.9,100,9.2,0.00,3,98,4.3,265,0.0,0
2024-01-06T05:00,9.6,100,9.0,0.00,3,98,3.8,253,0.0,0
2024-01-06T06:00,9.5,98,8.7,0.00,1,48,4.0,260,0.0,0
2024-01-06T07:00,8.4,100,7.4,0.00,1,20,3.8,253,0.0,1
2024-01-06T08:00,9.9,96,9.3,0.00,0,0,3.0,256,70.0,1
2024-01-06T09:00,13.7,74,13.1,0.00,0,0,2.5,315,247.0,1
2024-01-06T10:00,16.3,61,15.6,0.00,0,7,2.7,337,423.0,1
2024-01-06T11:00,18.3,54,17.8,0.00,0,1,1.6,27,552.0,1
2024-01-06T12:00,19.8,50,19.8,0.00,0,0,1.8,90,635.0,1
2024-01-06T13:00,20.7,48,20.5,0.00,0,2,4.2,110,645.0,1
2024-01-06T14:00,21.0,48,19.8,0.00,0,17,6.6,112,549.0,1
2024-01-06T15:00,20.3,50,18.6,0.00,0,11,10.6,114,408.0,1
2024-01-06T16:00,17.9,54,15.3,0.00,0,16,15.2,112,248.0,1
2024-01-06T17:00,15.8,57,14.1,0.00,0,7,6.2,111,115.0,1
2024-01-06T18:00,14.4,62,12.8,0.00,0,2,5.4,138,6.0,0
2024-01-06T19:00,14.6,60,13.2,0.00,0,1,4.5,119,0.0,0
2024-01-06T20:00,13.6,65,12.3,0.00,0,7,3.6,96,0.0,0
2024-01-06T21:00,13.5,70,12.8,0.00,1,22,1.1,360,0.0,0
2024-01-06T22:00,12.8,75,11.8,0.00,0,6,3.4,342,0.0,0
2024-01-06T23:00,11.9,82,10.9,0.00,0,11,4.8,333,0.0,0
2024-01-07T00:00,10.0,90,8.7,0.00,1,25,5.9,313,0.0,0
2024-01-07T01:00,10.6,90,9.8,0.00,1,41,3.8,319,0.0,0
2024-01-07T02:00,10.1,95,9.4,0.00,3,100,3.3,311,0.0,0
2024-01-07T03:00,9.3,98,8.6,0.00,3,100,2.6,286,0.0,0
2024-01-07T04:00,9.1,98,8.5,0.00,3,100,2.3,288,0.0,0
2024-01-07T05:00,9.7,97,9.1,0.00,3,100,2.7,293,0.0,0
2024-01-07T06:00,10.3,91,9.7,0.00,3,100,1.8,281,0.0,0
2024-01-07T07:00,11.6,78,10.9,0.00,3,97,0.8,297,0.0,1
2024-01-07T08:00,12.0,72,11.0,0.00,3,96,1.8,79,40.0,1
2024-01-07T09:00,13.1,65,11.7,0.00,2,66,3.2,90,210.0,1
2024-01-07T10:00,14.2,60,12.4,0.00,1,35,6.8,90,396.0,1
2024-01-07T11:00,15.6,55,13.1,0.00,3,80,11.2,84,489.0,1
2024-01-07T12:00,16.0,54,13.5,0.00,2,68,11.9,90,525.0,1
2024-01-07T13:00,16.4,53,13.9,0.00,2,68,11.5,92,499.0,1
2024-01-07T14:00,16.1,54,13.6,0.00,3,97,12.3,93,437.0,1
2024-01-07T15:00,15.2,57,12.5,0.00,3,81,13.1,98,327.0,1
2024-01-07T16:00,14.2,60,11.7,0.00,0,17,11.6,106,247.0,1
2024-01-07T17:00,12.9,65,10.7,0.00,1,21,9.3,106,111.0,1
2024-01-07T18:00,11.4,74,9.6,0.00,1,24,7.1,105,6.0,0
2024-01-07T19:00,9.9,81,8.3,0.00,1,40,5.8,83,0.0,0
2024-01-07T20:00,9.3,82,7.5,0.00,1,34,6.1,45,0.0,0
2024-01-07T21:00,10.3,79,8.8,0.00,3,90,4.7,32,0.0,0
2024-01-07T22:00,9.4,80,7.6,0.00,2,51,5.8,22,0.0,0
2024-01-07T23:00,8.9,79,6.8,0.00,1,35,6.3,24,0.0,0
2024-01-08T00:00,8.1,82,5.9,0.00,1,45,6.8,32,0.0,0
2024-01-08T01:00,8.4,81,6.4,0.00,2,52,5.9,14,0.0,0
2024-01-08T02:00,9.2,78,7.3,0.00,3,91,5.4,4,0.0,0
2024-01-08T03:00,9.6,76,7.6,0.00,3,99,6.5,341,0.0,0
2024-01-08T04:00,9.3,78,7.3,0.00,3,94,6.0,327,0.0,0
2024-01-08T05:00,9.3,76,7.3,0.00,3,87,5.7,325,0.0,0
2024-01-08T06:00,9.1,77,7.3,0.00,3,100,4.5,346,0.0,0
2024-01-08T07:00,8.9,80,7.3,0.00,3,100,3.4,342,0.0,1
2024-01-08T08:00,9.9,74,7.9,0.00,3,85,5.4,340,38.0,1
2024-01-08T09:00,11.6,68,10.0,0.00,3,100,3.6,360,163.0,1
2024-01-08T10:00,12.6,64,11.2,0.00,3,93,3.3,347,286.0,1
2024-01-08T11:00,14.2,59,12.9,0.00,3,88,2.6,16,409.0,1
2024-01-08T12:00,15.4,55,13.9,0.00,3,100,4.0,63,478.0,1
2024-01-08T13:00,15.8,54,14.1,0.00,3,93,5.4,98,412.0,1
2024-01-08T14:00,15.5,56,13.8,0.10,51,100,5.8,112,226.0,1
2024-01-08T15:00,13.8,79,13.2,1.00,55,100,4.7,99,42.0,1
2024-01-08T16:00,13.3,80,12.9,0.90,53,99,3.0,76,36.0,1
2024-01-08T17:00,12.9,84,12.8,2.50,63,91,1.3,56,45.0,1
2024-01-08T18:00,12.1,86,11.6,0.90,53,100,4.0,95,4.0,0
2024-01-08T19:00,12.1,89,11.9,0.10,51,100,2.6,74,0.0,0
2024-01-08T20:00,11.9,90,11.8,0.20,51,100,2.2,81,0.0,0
2024-01-08T21:00,11.9,93,12.0,0.10,51,99,1.5,76,0.0,0
2024-01-08T22:00,11.4,92,11.1,0.00,3,100,2.5,90,0.0,0
2024-01-08T23:00,11.9,87,11.6,0.00,3,100,1.1,108,0.0,0
2024-01-09T00:00,11.9,87,11.4,0.00,1,44,2.3,108,0.0,0
2024-01-09T01:00,11.6,88,11.1,0.00,2,53,3.3,131,0.0,0
2024-01-09T02:00,11.5,89,11.0,0.20,51,91,3.1,144,0.0,0
2024-01-09T03:00,11.4,90,11.1,0.10,51,100,1.5,135,0.0,0
2024-01-09T04:00,11.3,91,10.9,0.20,51,99,2.4,153,0.0,0
2024-01-09T05:00,11.4,91,11.3,0.10,51,100,0.8,207,0.0,0
2024-01-09T06:00,11.5,91,11.3,0.00,3,100,1.6,117,0.0,0
2024-01-09T07:00,10.4,97,9.8,0.10,51,92,4.0,170,0.0,1
2024-01-09T08:00,11.4,95,11.4,0.20,51,100,2.0,135,42.0,1
2024-01-09T09:00,12.4,93,12.7,0.30,51,85,0.5,135,83.0,1
2024-01-09T10:00,13.5,85,13.3,0.10,51,100,3.1,306,199.0,1
2024-01-09T11:00,14.4,81,14.3,0.00,3,100,3.5,336,225.0,1
2024-01-09T12:00,15.5,77,15.6,0.00,3,100,2.5,360,295.0,1
2024-01-09T13:00,16.5,73,16.6,0.00,3,100,2.7,23,355.0,1
2024-01-09T14:00,16.1,75,16.2,0.00,3,100,3.1,45,147.0,1
2024-01-09T15:00,15.9,77,15.8,0.20,51,100,4.5,119,109.0,1
2024-01-09T16:00,15.1,84,15.0,0.30,51,100,5.7,145,50.0,1
2024-01-09T17:00,14.1,90,14.3,0.10,51,74,4.7,148,20.0,1
2024-01-09T18:00,14.4,85,14.6,0.00,2,50,2.9,120,6.0,0
2024-01-09T19:00,14.1,87,14.7,0.00,2,76,0.4,270,0.0,0
2024-01-09T20:00,13.9,88,14.5,0.00,0,19,0.4,270,0.0,0
2024-01-09T21:00,14.2,89,14.4,0.20,51,31,4.2,290,0.0,0
2024-01-09T22:00,11.9,94,11.3,0.00,1,29,6.7,324,0.0,0
2024-01-09T23:00,10.6,96,9.4,0.00,1,23,8.5,298,0.0,0
2024-01-10T00:00,10.1,97,8.9,0.00,1,29,7.6,289,0.0,0
2024-01-10T01:00,10.1,98,9.0,0.00,1,38,6.6,292,0.0,0
2024-01-10T02:00,9.9,97,8.7,0.00,2,69,7.4,299,0.0,0
2024-01-10T03:00,10.6,97,9.8,0.00,0,15,5.7,305,0.0,0
2024-01-10T04:00,9.1,98,7.5,0.00,1,25,8.6,303,0.0,0
2024-01-10T05:00,10.9,95,10.2,0.00,1,43,5.9,317,0.0,0
2024-01-10T06:00,10.9,95,10.5,0.00,2,54,3.6,307,0.0,0
2024-01-10T07:00,10.1,98,9.5,0.00,2,51,4.1,315,0.0,1
2024-01-10T08:00,10.8,96,10.0,0.00,2,70,5.5,302,51.0,1
2024-01-10T09:00,12.8,89,12.4,0.00,0,16,4.8,318,223.0,1
2024-01-10T10:00,14.9,80,14.7,0.00,1,21,5.1,315,406.0,1
2024-01-10T11:00,16.9,68,16.2,0.00,0,17,6.1,310,515.0,1
2024-01-10T12:00,18.5,57,17.9,0.00,0,19,6.1,310,606.0,1
2024-01-10T13:00,19.6,49,18.5,0.00,0,11,6.3,301,590.0,1
2024-01-10T14:00,20.5,35,18.5,0.00,0,0,6.2,324,588.0,1
2024-01-10T15:00,20.1,25,17.2,0.00,0,0,5.0,21,499.0,1
2024-01-10T16:00,18.3,35,15.9,0.00,0,0,5.1,98,330.0,1
2024-01-10T17:00,15.1,71,14.0,0.00,0,0,7.8,124,137.0,1
2024-01-10T18:00,12.4,85,10.9,0.00,0,0,9.8,126,8.0,0
2024-01-10T19:00,10.4,87,9.1,0.00,0,0,5.4,127,0.0,0
2024-01-10T20:00,11.1,76,9.9,0.00,0,0,3.3,131,0.0,0
2024-01-10T21:00,9.9,87,8.4,0.00,1,22,6.4,52,0.0,0
2024-01-10T22:00,9.4,86,7.7,0.00,0,15,6.5,56,0.0,0
2024-01-10T23:00,10.9,74,9.5,0.00,0,14,3.8,17,0.0,0
2024-01-11T00:00,8.2,88,6.5,0.00,1,29,5.2,344,0.0,0
2024-01-11T01:00,7.6,94,5.8,0.00,1,41,6.3,329,0.0,0
2024-01-11T02:00,8.2,96,7.0,0.00,2,75,4.3,336,0.0,0
2024-01-11T03:00,8.6,95,7.4,0.00,3,92,4.0,10,0.0,0
2024-01-11T04:00,8.5,92,7.1,0.00,3,95,4.9,36,0.0,0
2024-01-11T05:00,8.2,82,6.3,0.00,3,96,5.3,62,0.0,0
2024-01-11T06:00,8.5,80,6.7,0.00,3,100,4.4,81,0.0,0
2024-01-11T07:00,7.8,81,5.9,0.00,3,100,5.1,98,0.0,1
2024-01-11T08:00,9.7,73,7.8,0.00,3,100,4.8,103,48.0,1
2024-01-11T09:00,10.6,71,8.7,0.00,3,99,5.4,110,124.0,1
2024-01-11T10:00,11.6,66,9.9,0.00,3,99,3.6,90,268.0,1
2024-01-11T11:00,12.5,62,11.1,0.00,1,39,1.8,79,374.0,1
2024-01-11T12:00,13.6,56,12.2,0.00,0,8,2.7,113,579.0,1
2024-01-11T13:00,14.4,54,13.3,0.00,0,4,4.5,119,651.0,1
2024-01-11T14:00,15.1,51,13.4,0.00,0,7,5.2,115,605.0,1
2024-01-11T15:00,15.2,51,12.9,0.00,0,3,7.2,117,496.0,1
2024-01-11T16:00,14.4,55,11.8,0.00,0,0,9.7,121,333.0,1
2024-01-11T17:00,12.3,65,9.8,0.00,0,0,9.7,121,139.0,1
2024-01-11T18:00,9.9,77,7.9,0.00,0,0,6.2,126,9.0,0
2024-01-11T19:00,8.1,86,6.2,0.00,0,0,6.6,131,0.0,0
2024-01-11T20:00,8.6,80,6.7,0.00,0,0,5.4,132,0.0,0
2024-01-11T21:00,9.6,79,8.2,0.00,0,0,3.3,131,0.0,0
2024-01-11T22:00,9.2,84,8.1,0.00,0,1,2.2,171,0.0,0
2024-01-11T23:00,8.9,88,7.8,0.00,0,7,1.9,248,0.0,0
2024-01-12T00:00,8.4,92,7.2,0.00,0,12,3.9,304,0.0,0
2024-01-12T01:00,7.7,98,6.4,0.00,0,16,4.5,299,0.0,0
2024-01-12T02:00,6.9,100,5.5,0.00,3,98,4.5,284,0.0,0
2024-01-12T03:00,5.4,100,3.6,0.00,3,97,4.9,287,0.0,0
2024-01-12T04:00,4.8,100,2.6,0.00,3,96,6.0,295,0.0,0
2024-01-12T05:00,4.8,100,2.6,0.00,3,96,5.8,300,0.0,0
2024-01-12T06:00,4.8,100,2.7,0.00,3,96,5.5,302,0.0,0
2024-01-12T07:00,5.2,99,3.2,0.00,2,64,5.7,288,0.0,1
2024-01-12T08:00,7.6,88,6.1,0.00,1,40,3.1,291,64.0,1
2024-01-12T09:00,9.9,80,8.7,0.00,1,39,1.8,307,224.0,1
2024-01-12T10:00,12.1,71,10.9,0.00,1,23,2.2,9,397.0,1
2024-01-12T11:00,14.4,60,13.3,0.00,0,1,2.1,31,563.0,1
2024-01-12T12:00,16.4,49,15.8,0.00,0,0,2.2,90,664.0,1
2024-01-12T13:00,17.9,42,16.9,0.00,0,0,4.0,117,679.0,1
2024-01-12T14:00,18.6,39,16.9,0.00,0,0,5.7,125,624.0,1
2024-01-12T15:00,18.8,39,16.3,0.00,0,0,8.0,126,505.0,1
2024-01-12T16:00,17.9,44,15.4,0.00,0,0,9.3,126,334.0,1
2024-01-12T17:00,15.2,58,13.6,0.00,0,0,5.6,117,141.0,1
2024-01-12T18:00,11.2,74,9.1,0.00,0,0,8.7,132,10.0,0
2024-01-12T19:00,11.1,76,9.3,0.00,0,0,7.1,139,0.0,0
2024-01-12T20:00,12.1,74,11.0,0.00,0,0,3.0,104,0.0,0
2024-01-12T21:00,11.6,79,10.8,0.00,0,0,1.6,207,0.0,0
2024-01-12T22:00,10.8,84,10.0,0.00,0,0,2.2,270,0.0,0
2024-01-12T23:00,10.1,89,9.1,0.00,0,0,4.1,308,0.0,0
2024-01-13T00:00,9.6,93,8.6,0.00,0,0,4.0,297,0.0,0
2024-01-13T01:00,9.4,93,8.4,0.00,0,0,4.0,270,0.0,0
2024-01-13T02:00,9.1,93,8.1,0.00,0,0,3.6,264,0.0,0
2024-01-13T03:00,8.9,93,7.8,0.00,0,0,3.6,276,0.0,0
2024-01-13T04:00,8.7,92,7.4,0.00,0,0,4.7,274,0.0,0
2024-01-13T05:00,8.7,88,7.2,0.00,0,0,4.7,270,0.0,0
2024-01-13T06:00,8.7,85,7.0,0.00,0,0,5.0,270,0.0,0
2024-01-13T07:00,8.6,83,6.9,0.00,0,0,4.7,261,0.0,1
2024-01-13T08:00,9.1,81,7.6,0.00,0,0,3.3,257,80.0,1
2024-01-13T09:00,11.6,75,10.5,0.00,0,0,1.9,292,272.0,1
2024-01-13T10:00,14.6,60,13.5,0.00,0,0,2.5,278,459.0,1
2024-01-13T11:00,17.4,47,16.4,0.00,0,0,2.0,225,603.0,1
2024-01-13T12:00,19.1,40,18.4,0.00,0,0,3.2,153,687.0,1
2024-01-13T13:00,20.3,35,18.8,0.00,0,0,6.9,133,699.0,1
2024-01-13T14:00,20.8,27,17.9,0.00,0,0,10.0,120,643.0,1
2024-01-13T15:00,20.2,26,16.3,0.00,0,0,12.2,114,523.0,1
2024-01-13T16:00,18.7,31,15.2,0.00,0,0,11.1,119,349.0,1
2024-01-13T17:00,15.4,49,13.3,0.00,0,0,5.6,140,150.0,1
2024-01-13T18:00,12.3,58,9.8,0.00,0,0,7.9,150,11.0,0
2024-01-13T19:00,13.4,56,11.5,0.00,0,0,4.3,132,0.0,0
2024-01-13T20:00,11.5,69,10.3,0.00,0,0,1.1,72,0.0,0
2024-01-13T21:00,10.9,76,9.8,0.00,0,0,2.0,315,0.0,0
2024-01-13T22:00,8.9,87,7.2,0.00,0,2,5.9,308,0.0,0
2024-01-13T23:00,7.6,92,5.7,0.00,0,17,6.9,313,0.0,0
2024-01-14T00:00,6.8,94,4.7,0.00,1,20,7.9,313,0.0,0
2024-01-14T01:00,8.0,91,6.3,0.00,2,76,5.9,308,0.0,0
2024-01-14T02:00,8.9,83,7.1,0.00,1,39,5.1,309,0.0,0
2024-01-14T03:00,7.9,85,5.9,0.00,1,25,6.1,315,0.0,0
2024-01-14T04:00,7.1,88,4.7,0.00,0,15,8.1,315,0.0,0
2024-01-14T05:00,6.6,90,4.1,0.00,0,7,9.2,318,0.0,0
2024-01-14T06:00,6.5,92,4.0,0.00,0,4,9.4,313,0.0,0
2024-01-14T07:00,6.5,94,4.1,0.00,0,2,9.3,306,0.0,1
2024-01-14T08:00,10.2,87,8.7,0.00,0,2,7.1,300,72.0,1
2024-01-14T09:00,13.0,70,11.6,0.00,0,0,5.5,293,254.0,1
2024-01-14T10:00,16.8,55,15.3,0.00,0,0,5.6,297,435.0,1
2024-01-14T11:00,19.3,51,18.4,0.00,0,0,5.4,307,575.0,1
2024-01-14T12:00,20.8,50,21.2,0.00,0,0,2.0,315,657.0,1
2024-01-14T13:00,21.6,49,22.4,0.00,0,0,0.7,180,670.0,1
2024-01-14T14:00,22.0,48,22.2,0.00,0,0,2.2,171,613.0,1
2024-01-14T15:00,22.0,48,21.8,0.00,0,1,2.9,150,494.0,1
2024-01-14T16:00,21.6,49,21.1,0.00,0,5,4.7,148,322.0,1
2024-01-14T17:00,19.2,61,18.9,0.00,0,0,5.6,140,138.0,1
2024-01-14T18:00,15.8,72,14.9,0.00,0,0,7.7,127,11.0,0
2024-01-14T19:00,15.9,71,15.1,0.00,0,0,6.6,151,0.0,0
2024-01-14T20:00,15.8,71,15.5,0.00,0,0,3.5,204,0.0,0
2024-01-14T21:00,15.4,74,15.1,0.00,0,0,3.2,270,0.0,0
2024-01-14T22:00,14.4,78,14.1,0.00,0,0,3.4,302,0.0,0
2024-01-14T23:00,12.8,85,12.1,0.00,0,0,5.2,304,0.0,0
2024-01-15T00:00,10.4,93,8.9,0.00,0,0,8.4,301,0.0,0
