latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
26.045692,119.24508,3.0,28800,Asia/Singapore,GMT+8

time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (mm),weather_code (wmo code),cloud_cover (%),wind_speed_10m (km/h),wind_direction_10m (°),shortwave_radiation (W/m²),is_day ()
2024-04-04T02:00,21.6,100,25.7,0.00,3,100,4.0,80,0.0,0
2024-04-04T03:00,21.4,99,25.4,0.00,3,100,3.7,101,0.0,0
2024-04-04T04:00,22.1,97,26.1,0.10,51,100,5.2,102,0.0,0
2024-04-04T05:00,21.5,92,24.3,2.10,61,100,8.1,111,0.0,0
2024-04-04T06:00,19.9,96,22.0,6.10,63,100,9.2,129,0.0,1
2024-04-04T07:00,18.6,97,20.4,4.90,63,100,8.2,151,9.0,1
2024-04-04T08:00,18.0,96,19.6,1.50,61,100,7.4,129,42.0,1
2024-04-04T09:00,18.4,93,19.8,0.30,51,100,7.7,139,65.0,1
2024-04-04T10:00,18.1,92,19.6,0.40,51,100,6.3,149,82.0,1
2024-04-04T11:00,18.6,86,19.9,0.40,51,100,5.9,128,177.0,1
2024-04-04T12:00,19.0,83,20.6,0.10,51,100,3.6,84,259.0,1
2024-04-04T13:00,19.3,82,20.9,0.30,51,100,3.5,114,203.0,1
2024-04-04T14:00,19.4,81,20.5,0.20,51,100,6.6,119,163.0,1
2024-04-04T15:00,19.5,81,20.4,0.00,3,100,8.1,122,182.0,1
2024-04-04T16:00,19.2,80,20.1,0.00,3,100,7.6,115,103.0,1
2024-04-04T17:00,18.1,85,18.5,0.70,53,100,10.5,117,33.0,1
2024-04-04T18:00,17.0,91,17.7,0.40,51,100,7.6,115,20.0,1
2024-04-04T19:00,16.5,88,17.0,0.10,51,100,6.9,129,0.0,0
2024-04-04T20:00,15.9,93,16.8,0.20,51,100,5.2,124,0.0,0
2024-04-04T21:00,16.1,91,16.7,1.20,55,100,6.7,126,0.0,0
2024-04-04T22:00,15.6,94,16.5,1.70,61,100,4.4,125,0.0,0
2024-04-04T23:00,15.3,94,15.7,5.50,63,100,7.1,139,0.0,0
2024-04-05T00:00,15.1,93,16.0,1.40,61,100,3.0,166,0.0,0
2024-04-05T01:00,15.2,89,16.0,0.00,3,100,1.8,101,0.0,0
2024-04-05T02:00,15.1,93,15.9,0.20,51,100,2.9,60,0.0,0
2024-04-05T03:00,14.9,93,15.5,1.20,55,100,4.1,105,0.0,0
2024-04-05T04:00,14.7,94,15.3,0.30,51,100,4.4,125,0.0,0
2024-04-05T05:00,14.9,89,15.3,0.00,3,100,3.7,101,0.0,0
2024-04-05T06:00,14.8,89,15.2,0.00,3,100,3.8,107,0.0,1
2024-04-05T07:00,14.8,89,14.9,0.00,3,100,5.6,105,15.0,1
2024-04-05T08:00,14.9,88,15.1,0.00,3,100,5.1,98,50.0,1
2024-04-05T09:00,15.4,87,15.5,0.10,51,100,6.7,106,89.0,1
2024-04-05T10:00,15.7,85,15.7,0.00,3,100,6.5,93,114.0,1
2024-04-05T11:00,16.2,82,16.2,0.00,3,100,6.6,103,188.0,1
2024-04-05T12:00,16.1,81,16.0,0.10,51,100,7.2,108,140.0,1
2024-04-05T13:00,15.9,81,15.7,0.40,51,100,7.6,98,110.0,1
2024-04-05T14:00,16.9,78,16.6,0.10,51,100,7.7,101,276.0,1
2024-04-05T15:00,16.6,78,16.2,0.00,3,100,8.2,113,173.0,1
2024-04-05T16:00,15.9,79,15.4,0.50,53,100,8.3,108,65.0,1
2024-04-05T17:00,15.2,89,15.5,1.10,55,100,5.4,110,43.0,1
2024-04-05T18:00,14.9,90,15.6,1.30,61,100,3.2,117,18.0,1
2024-04-05T19:00,14.6,92,14.9,1.30,61,100,4.7,113,1.0,0
2024-04-05T20:00,14.6,95,15.5,0.40,51,100,1.8,90,0.0,0
2024-04-05T21:00,14.2,93,14.7,0.30,51,100,4.0,117,0.0,0
2024-04-05T22:00,14.2,91,14.6,0.10,51,100,3.1,126,0.0,0
2024-04-05T23:00,14.2,95,15.0,0.20,51,100,2.0,135,0.0,0
2024-04-06T00:00,14.4,88,15.0,0.30,51,100,1.6,117,0.0,0
2024-04-06T01:00,14.1,91,14.8,0.80,53,100,1.8,53,0.0,0
2024-04-06T02:00,13.9,93,14.5,1.30,61,100,2.3,18,0.0,0
2024-04-06T03:00,13.8,95,14.4,0.50,53,94,2.5,8,0.0,0
2024-04-06T04:00,14.2,88,14.7,0.00,3,89,2.2,90,0.0,0
2024-04-06T05:00,14.5,86,14.8,0.00,2,69,2.7,113,0.0,0
2024-04-06T06:00,13.4,90,13.5,0.00,3,100,3.8,131,0.0,1
2024-04-06T07:00,14.6,86,14.8,0.00,3,97,3.1,135,61.0,1
2024-04-06T08:00,15.3,84,15.5,0.00,3,100,4.1,135,211.0,1
2024-04-06T09:00,16.5,82,17.3,0.00,3,100,2.3,108,310.0,1
2024-04-06T10:00,17.9,78,19.0,0.00,3,100,1.5,104,448.0,1
2024-04-06T11:00,18.5,78,19.7,0.00,3,100,1.3,124,309.0,1
2024-04-06T12:00,20.5,71,21.9,0.00,3,100,2.2,171,546.0,1
2024-04-06T13:00,20.8,71,22.1,0.00,3,100,3.5,204,438.0,1
2024-04-06T14:00,20.8,73,22.4,0.20,51,100,1.8,143,392.0,1
2024-04-06T15:00,20.0,79,21.3,1.10,55,100,5.4,184,135.0,1
2024-04-06T16:00,18.9,90,20.4,1.50,61,100,7.1,131,58.0,1
2024-04-06T17:00,17.5,93,18.5,1.60,61,100,8.5,118,35.0,1
2024-04-06T18:00,16.5,94,17.1,0.90,53,100,8.2,119,15.0,1
2024-04-06T19:00,16.1,93,17.1,0.80,53,100,4.6,129,1.0,0
2024-04-06T20:00,15.9,93,17.2,0.50,53,99,2.9,90,0.0,0
2024-04-06T21:00,15.9,93,17.0,0.80,53,100,4.2,110,0.0,0
2024-04-06T22:00,15.8,94,17.0,0.20,51,98,2.5,90,0.0,0
2024-04-06T23:00,15.5,96,16.8,0.10,51,77,2.2,99,0.0,0
2024-04-07T00:00,15.4,95,16.5,0.10,51,75,2.9,120,0.0,0
2024-04-07T01:00,15.4,97,16.6,0.90,53,100,2.4,117,0.0,0
2024-04-07T02:00,15.6,93,16.7,0.20,51,100,2.6,74,0.0,0
2024-04-07T03:00,15.4,94,16.6,1.10,55,100,2.6,74,0.0,0
2024-04-07T04:00,15.2,96,16.5,1.10,55,100,1.8,101,0.0,0
2024-04-07T05:00,15.4,94,16.5,1.00,55,100,2.1,121,0.0,0
2024-04-07T06:00,15.4,94,16.6,3.00,63,100,1.1,72,0.0,1
2024-04-07T07:00,15.6,92,16.6,5.50,63,100,2.1,121,14.0,1
2024-04-07T08:00,16.2,85,17.0,0.00,3,100,3.0,104,99.0,1
2024-04-07T09:00,17.0,87,18.2,0.10,51,100,2.9,7,156.0,1
2024-04-07T10:00,17.8,83,18.9,0.00,3,100,3.1,21,250.0,1
2024-04-07T11:00,18.4,81,19.8,0.00,3,100,1.8,90,227.0,1
2024-04-07T12:00,18.7,82,20.3,0.10,51,100,2.0,135,212.0,1
2024-04-07T13:00,19.0,82,20.3,0.10,51,100,4.7,122,206.0,1
2024-04-07T14:00,20.1,79,21.4,0.30,51,100,6.6,135,426.0,1
2024-04-07T15:00,19.2,84,20.2,0.90,53,100,8.4,133,128.0,1
2024-04-07T16:00,19.2,84,20.4,0.30,51,90,7.3,123,228.0,1
2024-04-07T17:00,18.8,85,19.7,0.20,51,91,8.6,123,162.0,1
2024-04-07T18:00,17.9,88,18.6,0.00,3,98,8.2,131,64.0,1
2024-04-07T19:00,17.0,89,17.8,0.00,3,100,7.0,125,2.0,0
2024-04-07T20:00,16.5,91,17.3,0.00,3,100,6.2,126,0.0,0
2024-04-07T21:00,15.9,93,16.9,0.30,51,100,3.8,139,0.0,0
2024-04-07T22:00,15.9,93,17.2,0.10,51,100,1.9,158,0.0,0
2024-04-07T23:00,15.9,95,17.4,0.20,51,100,1.8,143,0.0,0
2024-04-08T00:00,16.0,95,17.5,0.00,3,100,1.5,166,0.0,0
2024-04-08T01:00,16.0,95,17.6,0.00,3,100,1.5,194,0.0,0
2024-04-08T02:00,16.1,96,17.8,0.20,51,100,1.5,256,0.0,0
2024-04-08T03:00,16.2,95,17.8,0.40,51,100,1.6,153,0.0,0
2024-04-08T04:00,16.3,91,17.6,0.00,3,93,2.3,162,0.0,0
2024-04-08T05:00,15.7,95,16.8,0.00,3,99,3.2,153,0.0,0
2024-04-08T06:00,15.9,94,17.3,0.00,3,99,2.6,146,1.0,1
2024-04-08T07:00,16.8,89,18.3,0.00,3,100,1.1,108,32.0,1
2024-04-08T08:00,17.3,88,18.9,0.00,3,100,0.8,243,115.0,1
2024-04-08T09:00,18.7,85,20.7,0.00,3,100,1.1,360,274.0,1
2024-04-08T10:00,19.6,83,21.7,0.00,3,100,2.3,342,282.0,1
2024-04-08T11:00,20.8,81,23.0,0.00,3,100,2.4,27,309.0,1
2024-04-08T12:00,22.0,78,24.3,0.00,3,100,4.7,94,483.0,1
2024-04-08T13:00,21.9,81,24.1,0.00,3,95,6.2,111,400.0,1
2024-04-08T14:00,22.1,82,25.1,0.10,51,87,2.6,146,389.0,1
2024-04-08T15:00,23.5,78,26.8,0.20,51,76,2.4,153,408.0,1
2024-04-08T16:00,24.0,78,27.6,0.00,1,30,1.3,124,342.0,1
2024-04-08T17:00,23.5,80,27.1,0.00,1,23,1.1,162,256.0,1
2024-04-08T18:00,21.9,93,25.4,0.00,1,28,4.1,142,93.0,1
2024-04-08T19:00,20.5,95,23.4,0.00,1,44,6.2,111,4.0,0
2024-04-08T20:00,19.1,94,20.6,0.00,3,100,9.8,107,0.0,0
2024-04-08T21:00,18.4,94,19.8,0.30,51,100,8.5,102,0.0,0
2024-04-08T22:00,17.6,93,18.8,0.20,51,100,7.4,141,0.0,0
2024-04-08T23:00,17.5,92,18.7,0.40,51,100,5.8,150,0.0,0
2024-04-09T00:00,17.2,93,18.9,0.50,53,100,2.8,130,0.0,0
2024-04-09T01:00,17.0,92,18.7,0.30,51,100,2.1,121,0.0,0
2024-04-09T02:00,16.6,92,18.1,0.30,51,100,2.7,113,0.0,0
2024-04-09T03:00,16.2,92,17.2,0.30,51,100,4.0,117,0.0,0
2024-04-09T04:00,15.9,92,16.8,0.20,51,100,4.5,119,0.0,0
2024-04-09T05:00,15.7,92,16.6,0.20,51,100,3.9,124,0.0,0
2024-04-09T06:00,15.6,92,16.7,0.30,51,100,3.1,135,0.0,1
2024-04-09T07:00,15.8,91,16.9,0.20,51,100,2.4,117,13.0,1
2024-04-09T08:00,16.4,85,17.4,0.10,51,100,2.3,108,75.0,1
2024-04-09T09:00,17.3,82,18.2,0.00,3,100,3.2,90,268.0,1
2024-04-09T10:00,17.6,75,17.4,0.10,51,100,8.7,73,355.0,1
2024-04-09T11:00,17.5,70,16.8,0.00,3,100,9.7,48,262.0,1
2024-04-09T12:00,18.5,65,17.8,0.00,3,99,8.4,65,350.0,1
2024-04-09T13:00,18.9,60,17.6,0.00,3,97,10.2,72,287.0,1
2024-04-09T14:00,19.4,55,17.7,0.00,2,56,11.7,72,392.0,1
2024-04-09T15:00,19.5,53,17.7,0.00,2,60,12.1,67,366.0,1
2024-04-09T16:00,19.1,54,17.4,0.00,1,49,10.7,70,203.0,1
2024-04-09T17:00,18.8,55,17.6,0.00,1,46,7.1,66,143.0,1
2024-04-09T18:00,17.8,65,17.5,0.00,2,52,4.3,66,56.0,1
2024-04-09T19:00,17.8,50,16.3,0.00,2,72,5.1,86,3.0,0
2024-04-09T20:00,18.2,42,16.4,0.00,3,83,4.8,103,0.0,0
2024-04-09T21:00,18.8,40,17.3,0.00,1,41,1.8,180,0.0,0
2024-04-09T22:00,16.9,54,15.7,0.00,1,36,4.2,211,0.0,0
2024-04-09T23:00,16.5,56,15.2,0.00,1,39,4.9,253,0.0,0
2024-04-10T00:00,15.4,64,14.2,0.00,1,25,5.9,284,0.0,0
2024-04-10T01:00,13.8,76,12.7,0.00,0,5,7.3,303,0.0,0
2024-04-10T02:00,13.0,83,12.0,0.00,0,9,7.4,309,0.0,0
2024-04-10T03:00,12.4,87,11.4,0.00,0,4,7.7,319,0.0,0
2024-04-10T04:00,12.4,87,11.5,0.00,0,0,6.6,319,0.0,0
2024-04-10T05:00,12.0,88,11.2,0.00,0,3,6.1,315,0.0,0
2024-04-10T06:00,12.6,86,12.1,0.00,0,0,4.8,312,1.0,1
2024-04-10T07:00,14.4,83,14.2,0.00,0,2,4.5,299,85.0,1
2024-04-10T08:00,16.6,67,16.2,0.00,0,4,4.0,265,279.0,1
2024-04-10T09:00,18.9,55,18.3,0.00,3,90,2.6,16,452.0,1
2024-04-10T10:00,19.8,53,18.7,0.00,3,100,7.2,72,483.0,1
2024-04-10T11:00,20.4,54,19.5,0.00,3,97,7.6,85,559.0,1
2024-04-10T12:00,21.1,56,21.6,0.00,3,100,7.2,90,708.0,1
2024-04-10T13:00,21.4,58,21.8,0.00,3,100,8.5,102,668.0,1
2024-04-10T14:00,21.5,61,21.8,0.00,3,100,10.0,111,643.0,1
2024-04-10T15:00,21.0,65,20.8,0.00,3,100,10.7,110,530.0,1
2024-04-10T16:00,19.9,70,20.2,0.00,3,100,7.9,114,329.0,1
2024-04-10T17:00,19.2,73,19.9,0.00,3,100,5.1,129,153.0,1
2024-04-10T18:00,18.5,79,19.6,0.00,3,100,3.1,159,33.0,1
2024-04-10T19:00,17.9,83,19.2,0.00,3,100,2.4,153,2.0,0
2024-04-10T20:00,17.6,85,19.0,0.00,3,100,2.2,180,0.0,0
2024-04-10T21:00,18.4,79,19.5,0.00,3,89,2.8,220,0.0,0
2024-04-10T22:00,18.1,79,19.2,0.00,3,99,2.9,270,0.0,0
2024-04-10T23:00,18.0,79,19.1,0.00,3,100,2.6,344,0.0,0
2024-04-11T00:00,17.0,88,18.2,0.00,3,100,3.2,333,0.0,0
2024-04-11T01:00,16.9,89,18.1,0.00,3,100,3.6,315,0.0,0
2024-04-11T02:00,17.0,91,18.5,0.00,3,100,2.5,315,0.0,0
2024-04-11T03:00,17.0,89,18.4,0.00,3,100,2.3,252,0.0,0
2024-04-11T04:00,16.9,92,18.4,0.00,3,100,2.6,286,0.0,0
2024-04-11T05:00,17.1,86,18.3,0.00,3,100,2.9,300,0.0,0
2024-04-11T06:00,17.4,84,18.6,0.00,3,100,2.2,279,1.0,1
2024-04-11T07:00,17.9,83,19.3,0.00,3,100,2.2,270,48.0,1
2024-04-11T08:00,19.0,79,20.4,0.00,3,100,2.2,270,157.0,1
2024-04-11T09:00,20.5,74,22.1,0.00,2,51,2.2,180,343.0,1
2024-04-11T10:00,22.3,72,25.1,0.00,1,25,0.8,153,620.0,1
2024-04-11T11:00,23.8,68,27.5,0.00,3,95,0.4,90,704.0,1
2024-04-11T12:00,24.6,66,27.5,0.00,1,35,6.5,124,712.0,1
2024-04-11T13:00,24.8,66,27.5,0.00,1,25,8.2,131,703.0,1
2024-04-11T14:00,25.6,65,29.4,0.00,1,21,2.2,99,693.0,1
2024-04-11T15:00,26.6,63,29.8,0.00,1,31,4.0,80,616.0,1
2024-04-11T16:00,25.3,69,26.9,0.00,1,30,13.0,124,476.0,1
2024-04-11T17:00,23.2,75,24.7,0.00,2,71,11.2,123,283.0,1
2024-04-11T18:00,21.6,80,23.6,0.00,3,95,7.0,111,96.0,1
2024-04-11T19:00,20.0,85,21.7,0.00,3,99,5.7,125,5.0,0
2024-04-11T20:00,18.9,91,20.9,0.00,3,100,3.8,139,0.0,0
2024-04-11T21:00,18.9,92,21.0,0.00,3,95,3.6,143,0.0,0
2024-04-11T22:00,18.3,93,20.4,0.00,3,97,3.3,167,0.0,0
2024-04-11T23:00,17.8,95,19.6,0.00,3,100,4.1,195,0.0,0
2024-04-12T00:00,17.9,94,19.8,0.00,3,100,3.3,221,0.0,0
2024-04-12T01:00,18.0,94,20.0,0.00,3,81,3.2,243,0.0,0
2024-04-12T02:00,17.0,97,18.7,0.00,0,6,4.1,218,0.0,0
2024-04-12T03:00,17.7,97,20.0,0.00,0,10,1.6,243,0.0,0
2024-04-12T04:00,17.5,98,19.7,0.00,1,22,2.2,270,0.0,0
2024-04-12T05:00,16.6,99,18.5,0.00,2,50,3.0,284,0.0,0
2024-04-12T06:00,16.6,100,18.5,0.00,3,92,2.7,247,2.0,1
2024-04-12T07:00,18.2,95,20.8,0.00,1,46,1.0,225,76.0,1
2024-04-12T08:00,20.1,87,22.8,0.00,2,61,1.1,342,255.0,1
2024-04-12T09:00,21.9,83,25.0,0.00,1,44,1.8,180,397.0,1
2024-04-12T10:00,23.9,79,27.4,0.00,3,89,3.4,108,581.0,1
2024-04-12T11:00,25.0,76,28.0,0.00,3,99,9.4,72,611.0,1
2024-04-12T12:00,26.3,74,30.8,0.10,51,78,8.9,76,772.0,1
2024-04-12T13:00,27.0,72,31.4,0.00,3,89,7.2,63,704.0,1
2024-04-12T14:00,26.4,76,30.3,0.30,51,100,5.4,312,533.0,1
2024-04-12T15:00,24.2,88,28.4,0.60,53,100,5.6,297,60.0,1
2024-04-12T16:00,24.8,85,29.2,0.20,51,100,4.0,275,164.0,1
2024-04-12T17:00,25.0,86,29.6,0.00,3,99,3.4,342,151.0,1
2024-04-12T18:00,24.3,91,29.3,0.00,3,100,1.9,158,63.0,1
2024-04-12T19:00,23.8,91,28.4,0.00,2,68,2.9,173,4.0,0
2024-04-12T20:00,21.3,98,25.0,0.00,3,89,5.0,330,0.0,0
2024-04-12T21:00,21.6,100,25.6,0.00,2,67,4.6,321,0.0,0
2024-04-12T22:00,21.8,100,26.1,0.00,3,100,3.5,294,0.0,0
2024-04-12T23:00,21.0,100,24.6,0.00,3,99,4.5,299,0.0,0
2024-04-13T00:00,21.2,100,25.6,0.00,3,100,1.1,198,0.0,0
2024-04-13T01:00,20.9,100,24.8,0.00,3,100,2.7,157,0.0,0
2024-04-13T02:00,21.0,100,24.9,0.00,3,100,3.6,127,0.0,0
2024-04-13T03:00,20.6,99,23.8,0.10,51,100,6.0,123,0.0,0
2024-04-13T04:00,20.2,96,22.9,0.00,3,100,7.4,133,0.0,0
2024-04-13T05:00,19.9,96,22.6,0.00,3,100,5.6,140,0.0,0
2024-04-13T06:00,19.9,96,22.5,0.00,3,100,5.4,143,1.0,1
2024-04-13T07:00,20.0,95,22.8,0.00,3,100,5.0,150,22.0,1
2024-04-13T08:00,20.5,92,23.3,0.00,3,100,4.8,132,83.0,1
2024-04-13T09:00,21.6,89,24.4,0.00,3,100,6.0,123,164.0,1
2024-04-13T10:00,22.2,86,25.0,0.00,3,100,6.5,124,227.0,1
2024-04-13T11:00,22.9,84,25.7,0.00,3,100,6.9,129,284.0,1
2024-04-13T12:00,23.6,82,26.5,0.00,3,100,7.6,135,404.0,1
2024-04-13T13:00,24.5,78,27.3,0.00,3,100,9.4,137,495.0,1
2024-04-13T14:00,24.5,78,26.9,0.00,3,97,11.8,128,420.0,1
2024-04-13T15:00,24.1,78,26.3,0.00,3,92,11.9,125,349.0,1
2024-04-13T16:00,23.5,79,25.6,0.00,3,100,10.5,121,239.0,1
2024-04-13T17:00,22.5,81,24.5,0.00,3,99,10.1,125,144.0,1
2024-04-13T18:00,21.6,84,23.6,0.00,3,100,8.4,133,63.0,1
2024-04-13T19:00,20.8,86,22.5,0.00,3,100,9.0,143,1.0,0
2024-04-13T20:00,19.9,89,21.7,0.10,51,100,7.6,149,0.0,0
2024-04-13T21:00,19.6,95,22.1,0.00,3,100,5.6,135,0.0,0
2024-04-13T22:00,19.2,97,22.0,0.00,3,100,3.2,153,0.0,0
2024-04-13T23:00,19.3,96,22.0,0.00,3,100,3.7,151,0.0,0
2024-04-14T00:00,19.2,96,21.6,0.00,3,100,5.5,157,0.0,0
2024-04-14T01:00,19.1,96,22.1,0.00,3,100,1.6,153,0.0,0
2024-04-14T02:00,19.1,96,21.7,0.00,3,100,4.0,170,0.0,0
2024-04-14T03:00,19.0,97,21.9,0.00,3,100,1.8,180,0.0,0
2024-04-14T04:00,19.0,96,21.4,0.00,3,100,4.3,180,0.0,0
2024-04-14T05:00,18.9,97,21.7,0.00,3,100,1.8,180,0.0,0
2024-04-14T06:00,19.0,96,21.8,0.00,3,100,1.5,166,1.0,1
2024-04-14T07:00,19.5,94,22.3,0.00,3,100,2.6,146,45.0,1
2024-04-14T08:00,20.1,93,23.0,0.00,3,100,3.0,104,103.0,1
2024-04-14T09:00,21.6,88,24.9,0.00,3,100,2.7,113,208.0,1
2024-04-14T10:00,23.2,83,26.8,0.00,3,100,2.4,63,282.0,1
2024-04-14T11:00,25.3,76,28.9,0.00,3,91,4.8,13,485.0,1
2024-04-14T12:00,26.6,74,30.8,0.00,2,53,5.0,60,577.0,1
2024-04-14T13:00,28.4,70,32.9,0.00,2,67,8.0,72,662.0,1
2024-04-14T14:00,29.8,66,34.9,0.00,2,59,7.0,69,689.0,1
2024-04-14T15:00,30.6,63,35.7,0.00,2,76,4.2,59,592.0,1
2024-04-14T16:00,30.7,60,34.9,0.10,51,98,4.7,184,370.0,1
2024-04-14T17:00,29.2,64,32.8,0.00,3,99,9.0,180,228.0,1
2024-04-14T18:00,27.0,71,30.2,0.00,2,71,9.0,164,88.0,1
2024-04-14T19:00,24.8,81,28.4,0.00,2,60,7.1,139,5.0,0
2024-04-14T20:00,24.1,84,28.1,0.00,2,69,3.9,68,0.0,0
2024-04-14T21:00,24.3,85,28.6,0.00,2,54,3.0,76,0.0,0
2024-04-14T22:00,22.1,95,25.9,0.00,2,57,5.2,192,0.0,0
2024-04-14T23:00,22.5,93,26.6,0.00,3,100,3.1,306,0.0,0
2024-04-15T00:00,21.5,96,25.3,0.00,3,99,3.4,288,0.0,0
2024-04-15T01:00,21.0,98,24.7,0.00,3,99,2.9,263,0.0,0
2024-04-15T02:00,20.0,100,23.4,0.00,1,30,3.8,287,0.0,0
2024-04-15T03:00,19.6,100,22.6,0.00,1,42,4.4,261,0.0,0
2024-04-15T04:00,19.8,99,22.9,0.00,1,31,4.0,270,0.0,0
2024-04-15T05:00,19.8,100,23.0,0.00,0,17,3.6,270,0.0,0
2024-04-15T06:00,19.4,100,22.4,0.00,3,97,3.6,270,3.0,1
2024-04-15T07:00,21.8,95,25.7,0.00,0,4,3.4,328,93.0,1
2024-04-15T08:00,24.4,85,28.6,0.00,1,44,3.6,360,285.0,1
2024-04-15T09:00,26.9,76,31.7,0.00,1,26,2.2,360,493.0,1
2024-04-15T10:00,28.5,71,34.4,0.00,3,84,3.0,346,684.0,1
2024-04-15T11:00,30.0,66,36.5,0.00,2,65,4.0,350,804.0,1
2024-04-15T12:00,30.9,63,38.2,0.00,1,40,2.4,27,875.0,1
2024-04-15T13:00,31.3,61,38.1,0.00,1,45,4.1,105,853.0,1
2024-04-15T14:00,31.9,57,37.5,0.00,1,46,6.6,135,781.0,1
2024-04-15T15:00,31.5,59,35.5,0.00,3,87,10.3,126,632.0,1
2024-04-15T16:00,30.0,67,33.7,0.00,3,99,12.8,112,373.0,1
2024-04-15T17:00,28.6,74,32.8,0.00,3,99,11.5,110,230.0,1
2024-04-15T18:00,26.8,81,31.3,0.00,3,100,7.6,98,74.0,1
2024-04-15T19:00,25.0,85,29.3,0.00,3,97,5.5,101,5.0,0
2024-04-15T20:00,23.9,88,27.9,0.00,1,38,4.9,107,0.0,0
2024-04-15T21:00,23.9,89,27.9,0.00,3,82,6.8,122,0.0,0
2024-04-15T22:00,23.0,91,26.9,0.00,3,98,5.2,146,0.0,0
2024-04-15T23:00,22.3,93,26.0,0.00,2,71,5.2,155,0.0,0
2024-04-16T00:00,21.9,92,25.1,0.00,3,100,6.3,156,0.0,0
2024-04-16T01:00,21.8,92,25.2,0.60,53,100,4.7,247,0.0,0
2024-04-16T02:00,21.8,95,25.5,0.60,53,100,3.8,107,0.0,0
2024-04-16T03:00,21.2,97,25.0,0.60,53,100,3.5,294,0.0,0
2024-04-16T04:00,21.3,97,25.4,0.00,3,100,1.5,225,0.0,0
2024-04-16T05:00,21.0,97,24.7,0.00,3,95,3.3,193,0.0,0
2024-04-16T06:00,21.5,95,25.6,0.00,3,84,0.0,270,3.0,1
2024-04-16T07:00,22.0,94,25.8,0.00,3,100,3.8,221,85.0,1
2024-04-16T08:00,23.1,87,27.0,0.00,3,100,2.3,309,235.0,1
2024-04-16T09:00,23.1,89,26.7,0.20,51,26,6.6,202,230.0,1
2024-04-16T10:00,25.2,79,29.9,0.00,3,100,2.3,129,630.0,1
2024-04-16T11:00,26.0,76,30.5,0.10,51,100,0.7,180,493.0,1
2024-04-16T12:00,26.5,75,30.5,0.30,51,99,5.3,62,387.0,1
2024-04-16T13:00,27.1,76,32.0,0.30,51,84,5.6,75,629.0,1
2024-04-16T14:00,27.4,76,32.0,0.00,2,76,4.5,61,527.0,1
2024-04-16T15:00,28.1,75,33.5,0.00,3,100,5.9,52,647.0,1
2024-04-16T16:00,28.5,72,33.8,0.00,1,49,0.5,135,428.0,1
2024-04-16T17:00,28.0,75,33.1,0.00,2,70,4.0,117,245.0,1
2024-04-16T18:00,26.2,84,30.6,0.00,3,97,8.2,113,94.0,1
2024-04-16T19:00,24.4,91,28.8,0.00,3,94,6.1,93,6.0,0
2024-04-16T20:00,23.5,95,27.9,0.00,2,70,5.1,94,0.0,0
2024-04-16T21:00,23.4,92,27.8,0.00,3,99,3.3,84,0.0,0
2024-04-16T22:00,23.1,92,27.3,0.00,3,100,4.7,90,0.0,0
2024-04-16T23:00,23.0,93,27.2,0.00,3,100,4.0,95,0.0,0
2024-04-17T00:00,23.0,93,27.4,0.00,3,100,2.7,67,0.0,0
2024-04-17T01:00,23.0,93,26.9,0.00,3,100,6.2,10,0.0,0
2024-04-17T02:00,23.0,92,27.1,0.00,3,99,4.6,141,0.0,0
2024-04-17T03:00,22.2,97,26.7,0.00,3,100,2.6,164,0.0,0
2024-04-17T04:00,22.2,97,26.6,0.00,3,100,3.1,144,0.0,0
2024-04-17T05:00,22.4,96,26.1,0.10,51,100,6.6,139,0.0,0
2024-04-17T06:00,22.7,93,26.5,0.10,51,93,6.0,147,2.0,1
2024-04-17T07:00,23.0,91,26.8,0.10,51,44,6.2,170,44.0,1
2024-04-17T08:00,24.0,85,28.2,0.10,51,70,2.2,270,172.0,1
2024-04-17T09:00,25.5,78,29.4,0.10,51,100,5.6,207,369.0,1
2024-04-17T10:00,25.5,78,29.8,0.00,3,100,2.3,72,198.0,1
2024-04-17T11:00,26.0,77,30.1,0.30,51,99,3.6,186,239.0,1
2024-04-17T12:00,26.5,76,30.8,0.20,51,89,4.5,256,454.0,1
2024-04-17T13:00,27.5,74,32.8,0.10,51,92,3.7,259,664.0,1
2024-04-17T14:00,28.1,73,33.6,0.10,51,100,2.9,300,629.0,1
2024-04-17T15:00,25.1,81,28.1,10.00,65,95,12.6,323,411.0,1
2024-04-17T16:00,25.1,83,28.9,1.30,61,94,7.9,183,206.0,1
2024-04-17T17:00,24.6,87,29.4,0.00,3,100,3.0,194,150.0,1
2024-04-17T18:00,24.4,93,29.5,0.00,3,100,2.9,277,72.0,1
2024-04-17T19:00,23.0,94,27.1,0.00,3,100,5.8,274,6.0,0
2024-04-17T20:00,22.4,96,26.2,0.00,3,100,6.0,295,0.0,0
2024-04-17T21:00,22.2,97,26.3,0.00,3,100,4.7,279,0.0,0
2024-04-17T22:00,22.0,97,26.1,0.00,3,100,4.1,308,0.0,0
2024-04-17T23:00,21.6,97,25.5,0.00,3,100,4.2,329,0.0,0
2024-04-18T00:00,20.9,97,24.1,0.00,3,100,5.9,317,0.0,0
2024-04-18T01:00,22.1,95,26.3,0.00,3,100,2.3,288,0.0,0
2024-04-18T02:00,21.2,96,24.9,0.00,3,100,3.0,256,0.0,0
